UMIS number,studentID,name,dob,district,block,college_name,degree,department,year_of_passing,cgpa,skills,swayam_course,naan_mudhalvan_course,certifications,internships,extra_curricular_activities,sports,predicted_academic_job_role,predicted_skill_job_role,mobile_number,email_id
2119937328,TN-STU-2021-03951,Ambarish Anbazhagan,2004-01-16,Nagapattinam,Nagapattinam,"E.G.S. Pillay College of Nursing, Nagapattinam",M.A.,English,2024,9.0,"Proofreading, Literature Analysis, Linguistics, IELTS Coaching",Modern Linguistics,Professional Communication,Copywriting Proficiency,Magazines,Debate,NONE,Junior Communications Associate,Certified Senior Copywriter,9776508187,ambarish.7328@smart.edu
7722432734,TN-STU-2023-03952,Bhavani Ganesan,2000-06-21,Thoothukudi,Ottapidaram,"Rev. John Thomas College of Education, Megnanapuram",B.Tech,Mechanical Engineering,2023,8.4,"Manufacturing Processes, CNC Programming, SolidWorks, Quality Control, Thermodynamics, AutoCAD",NONE,CAD/CAM,CREO Designer,Ashok Leyland,Robotics,Football,Junior Maintenance Engineer,Certified Senior CAD Design Specialist,9794150648,bhavani.2734@smart.edu
2795520936,TN-STU-2023-03953,Kamalesh Arumugam,2006-12-06,Madurai,Madurai Central,"Arul Anandar College, Karumathur",M.E.,Mechanical Engineering,2026,7.6,"Manufacturing Processes, CNC Programming, Quality Control, SolidWorks, Lean Manufacturing, AutoCAD, MATLAB",Manufacturing Engineering,NONE,NONE,Manufacturing Plants,NONE,NONE,Junior Maintenance Engineer,Certified Senior CAD Design Specialist,9142855967,kamalesh.0936@smart.edu
2032507310,TN-STU-2023-03954,Janaki Sivakumar,2006-01-24,Tiruppur,Tiruppur (South),"Revathi Medical Center College of Nursing, Tiruppur",B.E.,Electronics & Communication,2025,6.6,"PCB Design, Communication Protocols, Signal Processing, Embedded Systems, MATLAB, IoT",Wireless Communications,NONE,Embedded C,Telecom Companies,IEEE Club,NONE,Trainee Telecom Engineer,Certified Senior Embedded Developer,9858363965,janaki.7310@smart.edu
5289550275,TN-STU-2022-03955,Amudha Umapathi,2000-01-08,Kanniyakumari,Nagercoil,SIET College,M.Sc.,Psychology,2024,7.7,"Psychometrics, Child Psychology, Social Work",Counseling Theories,Addiction Counselling,Art Therapy,NGOs,NSS,Yoga,Junior Psychological Counselor,Certified Senior Certified Counselor,9845111602,amudha.0275@smart.edu
2612639703,TN-STU-2022-03956,Anbarasan S.,2001-06-04,Coimbatore,Coimbatore (South),Karpagam Faculty of Medical Sciences & Research,MBA,Business Administration,2026,9.1,"HR Management, Operations Planning, Business Analytics",NONE,CRM Specialist,NONE,Consumer Goods Companies,Entrepreneurship Cell,Cricket,Junior HR Executive,Certified Senior Business Development Associate,9210651003,anbarasan.9703@smart.edu
5572339374,TN-STU-2020-03957,Shanti Narasimhan,2002-05-27,Pudukkottai,Aranthangi,"S.B. College of Education, Aranthangi",BBA,Business Administration,2026,6.2,"CRM, Supply Chain, Marketing Research, Business Analytics, Operations Planning, Strategic Planning, HR Management",Marketing Research,CRM Specialist,NONE,NONE,Entrepreneurship Cell,Table Tennis,Trainee Marketing Coordinator,Certified Senior Business Development Associate,9289496611,shanti.9374@smart.edu
8893270234,TN-STU-2023-03958,Shanti D.,2007-12-10,Tiruchirappalli,Thiruverambur,Bharathidasan University,BBA,Business Administration,2026,7.5,"Strategic Planning, Business Analytics, HR Management, Supply Chain",NONE,NONE,NONE,HR Firms,Marketing Club,Table Tennis,Junior Management Trainee,Certified Senior Business Development Associate,9673205652,shanti.0234@smart.edu
3358409240,TN-STU-2022-03959,Damini R.,1999-08-24,Dindigul,Dindigul,"G.T.N. Arts College (Autonomous), Dindigul",M.A.,English,2023,9.0,"Literature Analysis, Copywriting, SEO Writing",American Literature,Professional Communication,Copywriting Proficiency,Digital Marketing Agency,Elocution Club,NONE,Junior Communications Associate,Certified Senior Copywriter,9366791128,damini.9240@smart.edu
5359222222,TN-STU-2020-03960,Harini Kandasamy,2003-07-29,Chennai,Egmore,Chettinad Dental College (Branch),B.Sc.,Nursing,2024,6.6,"Emergency Response, Medication Administration, Vital Signs Monitoring, Medical Terminology",NONE,NONE,Midwifery Cert,Community Health Centres,NCC,Kho-Kho,Trainee Pediatric Nurse,Certified Senior Certified Nurse,9769985319,harini.2222@smart.edu
2385886919,TN-STU-2023-03961,Raja C.,1999-11-22,Tirunelveli,Palayamkottai,FX Polytechnic College,M.Sc.,Agriculture,2023,6.4,"Irrigation Management, Agribusiness, Soil Science, Organic Farming, Pest Management, Crop Science, Greenhouse Management",Plant Biotechnology,NONE,Drone Operator License,NONE,Rural Development,Kho-Kho,Trainee Agronomist,Certified Senior Agri-Business Advisor,9811140019,raja.6919@smart.edu
9617520398,TN-STU-2022-03962,Priya Mani,2003-05-01,Tiruppur,Kangayam,"Sasurie College of Engineering, Vijayamangalam",B.E.,Biomedical Engineering,2026,9.7,"Anatomy Knowledge, Clinical Trials Support, AutoCAD, MATLAB, Medical Device Design",Clinical Engineering,NONE,NONE,NONE,NONE,Badminton,Junior Biomedical Engineer,Certified Senior Biomedical Tech Associate,9165817259,priya.0398@smart.edu
1543309321,TN-STU-2021-03963,Dharani I.,2008-06-10,Madurai,Madurai Central,"Sourashtra College, Madurai",B.Sc.,Psychology,2024,8.9,"Group Therapy Facilitation, Report Writing, Child Psychology, Mental Health Assessment",Counseling Theories,Addiction Counselling,Art Therapy,NONE,Peer Counseling,Kho-Kho,Junior Behavioral Analyst,Certified Senior Certified Counselor,9262887293,dharani.9321@smart.edu
8609410763,TN-STU-2021-03964,Madhavan Murugesan,1999-05-10,Chengalpattu,Chengalpattu,"AMET University, Kanathur",B.E.,Mechanical Engineering,2024,8.8,"AutoCAD, Quality Control, Manufacturing Processes, Lean Manufacturing, Thermodynamics",Fluid Mechanics,NONE,Lean Manufacturing,Manufacturing Plants,SAE Collegiate Club,Cricket,Junior Design Engineer,Certified Senior CAD Design Specialist,9443857683,madhavan.0763@smart.edu
7635282932,TN-STU-2020-03965,Raji Govindan,2003-07-19,Tiruvannamalai,Tiruvannamalai,"SKP Engineering College, Tiruvannamalai",B.E.,Electronics & Communication,2025,7.8,"IoT, PCB Design, Signal Processing",Digital Electronics,Robotics & PLC,IoT Foundation,Electronics SMEs,NCC,Table Tennis,Junior Embedded Systems Engineer,Certified Senior Embedded Developer,9619872051,raji.2932@smart.edu
8636946933,TN-STU-2020-03966,Yuvaraj Sivakumar,2001-06-01,Tiruvannamalai,Tiruvannamalai,"Government Arts College, Tiruvannamalai",M.E.,Civil Engineering,2024,7.6,"AutoCAD, Soil Testing, STAAD Pro, Quantity Estimation, Structural Analysis",NONE,Project Estimation,AutoCAD Civil 3D,Government PWD,ASCE Chapter,NONE,Junior Site Engineer,Certified Senior BIM Associate,9725667309,yuvaraj.6933@smart.edu
1686050996,TN-STU-2020-03967,Eswar Umapathi,2004-04-14,Thoothukudi,Kovilpatti,"National Engineering College (NEC), Kovilpatti",M.F.A.,Fine Arts,2024,7.7,"Sculpture, Painting, Ceramics",Modern Art,NONE,Visual Art Diploma,NONE,Art Exhibition,Chess,Junior Graphic Designer,Certified Senior Animation Artist,9243892688,eswar.0996@smart.edu
8128769606,TN-STU-2023-03968,Kirubakaran Narasimhan,2006-01-12,Coimbatore,Mettupalayam,Rathinam College of Arts and Science,B.Tech,Electronics & Communication,2026,8.8,"IoT, Communication Protocols, Embedded Systems, PCB Design, VLSI",VLSI Design,Robotics & PLC,VLSI Design Certified,Telecom Companies,Ham Radio,NONE,Junior Electronics Engineer,Certified Senior Embedded Developer,9128531484,kirubakaran.9606@smart.edu
2103424461,TN-STU-2023-03969,Gokul V.,2006-04-11,Thanjavur,Thanjavur,"Ramya Sathianathan College of Education, Thanjavur",M.E.,Mechanical Engineering,2026,7.0,"Quality Control, CNC Programming, Thermodynamics, Lean Manufacturing",NONE,Industry 4.0,Lean Manufacturing,Manufacturing Plants,NCC,Kabaddi,Junior Maintenance Engineer,Certified Senior CAD Design Specialist,9452589052,gokul.4461@smart.edu
9555327487,TN-STU-2021-03970,Kishore Thirunavukkarasu,1999-05-12,Chennai,Kolathur,"Sir Theagaraya College, Washermanpet",M.Sc.,Nursing,2026,7.3,"Medical Terminology, Medication Administration, Patient Care",NONE,Medical Coding,Registered Nurse (RN),NONE,Health Awareness,Athletics,Junior ICU Nurse,Certified Senior Certified Nurse,9512998747,kishore.7487@smart.edu
7169258530,TN-STU-2021-03971,Gokul Devadass,2004-08-03,Krishnagiri,Krishnagiri,"Arignar Anna College (Arts & Science), Krishnagiri",LL.B.,Law,2026,6.4,"IPC/CrPC Knowledge, Corporate Law, Legal Research, Contract Negotiation",Cyber Laws,Corporate Drafting,Arbitration Certification,NONE,Law Review,Football,Trainee Legal Consultant,Certified Senior Corporate Lawyer,9756138537,gokul.8530@smart.edu
8957138328,TN-STU-2020-03972,Ezhil B.,2007-01-21,Madurai,Madurai North,"SACS M.A.V.M.M. Engineering College, Kidaripatti",M.A.,Tamil,2026,9.4,"Public Speaking, Grammar, Translation, Research Writing, Journalism, Creative Writing",Tamil Grammar,Translation Skills,Translator Certification,NONE,Cultural Events,Chess,Junior Content Developer,Certified Senior Digital Editor,9817888969,ezhil.8328@smart.edu
2829174805,TN-STU-2020-03973,Jyothi N.,2003-10-11,Theni,Andipatti,"Government Theni Medical College, Theni",M.Sc.,Nursing,2024,8.1,"Medication Administration, Surgical Assistance, Vital Signs Monitoring, Emergency Response, Patient Care, ICU Management, Anatomy",Medical Microbiology,NONE,Midwifery Cert,NONE,NCC,Kho-Kho,Junior ICU Nurse,Certified Senior Certified Nurse,9955550693,jyothi.4805@smart.edu
4683565426,TN-STU-2022-03974,Madhumitha B.,2003-08-05,Thoothukudi,Thoothukkudi,"Fisheries College and Research Institute (FCRI), Thoothukudi",B.Sc.,Agriculture,2026,8.3,"Irrigation Management, Greenhouse Management, Agribusiness, Pest Management, Organic Farming, Soil Science, Remote Sensing",Plant Biotechnology,NONE,Organic Farming Cert,TNAU Research Farms,Farm Club,Kho-Kho,Junior Agriculture Officer,Certified Senior Agri-Business Advisor,9812591123,madhumitha.5426@smart.edu
6321987402,TN-STU-2021-03975,Vinoth Loganathan,2007-08-01,Virudhunagar,Tiruchuli,Ramco Institute of Management,B.Tech,Artificial Intelligence,2025,8.0,"Deep Learning, PyTorch, TensorFlow, Computer Vision, NLP",Data Structures,NONE,AWS Practitioner,Infosys,Hackathons,Cricket,Deep Learning Architect,Junior Artificial Intelligence Specialist,9559023440,vinoth.7402@smart.edu
7014730889,TN-STU-2021-03976,Thulasi Mani,2008-12-01,Sivaganga,Tiruppattur,"Pandian Saraswathi Yadav Engineering College (PSYEC), Arasanoor",M.E.,Mechanical Engineering,2025,7.6,"MATLAB, Manufacturing Processes, CNC Programming, SolidWorks, AutoCAD, Quality Control",Manufacturing Engineering,CAD/CAM,AutoCAD Certified,NONE,Robotics,Athletics,Junior Maintenance Engineer,Certified Senior CAD Design Specialist,9938702886,thulasi.0889@smart.edu
1750583549,TN-STU-2020-03977,Gomathi Murugesan,2006-09-25,Viluppuram,Villupuram,E.S. College of Nursing,M.Sc.,Agriculture,2023,6.1,"Remote Sensing, Agribusiness, Pest Management, Irrigation Management, Greenhouse Management, Organic Farming, Crop Science",NONE,NONE,NONE,TNAU Research Farms,Rural Development,NONE,Trainee Agronomist,Certified Senior Agri-Business Advisor,9704624569,gomathi.3549@smart.edu
9138141914,TN-STU-2020-03978,Amudhan Venkatesan,2006-12-28,Chennai,Thousand Lights,"Loyola-ICAM College of Engineering and Technology (LICET), Nungambakkam",BBA,Business Administration,2026,9.2,"Marketing Research, CRM, HR Management, Business Analytics, Strategic Planning, Supply Chain",Marketing Research,Business Analytics,Digital Marketing Expert,NONE,YRC,NONE,Junior HR Executive,Certified Senior Business Development Associate,9783757624,amudhan.1914@smart.edu
8461388697,TN-STU-2023-03979,Valli Dhandapani,2000-01-16,Nagapattinam,Nagapattinam,"Fisheries College and Research Institute (TNJFU), Nagapattinam",B.Tech,Civil Engineering,2023,6.6,"Site Supervision, AutoCAD, Quantity Estimation, Surveying, Soil Testing, STAAD Pro, Structural Analysis",Construction Management,Geo-Technical Analysis,NONE,Real Estate Firms,Construction Challenge,Cricket,Trainee Structural Engineer,Certified Senior BIM Associate,9130640780,valli.8697@smart.edu
5306365237,TN-STU-2021-03980,Nisha J.,2006-07-10,Tenkasi,Sankarankovil,"Government Arts and Science College, Sankarankovil",M.Com,Commerce,2026,9.4,"Auditing, Accounting, Tally ERP, GST Filing, Cost Accounting, Financial Reporting, Taxation",NONE,NONE,NONE,NONE,Commerce Club,NONE,Junior Accountant,Certified Senior Banking Associate,9223042557,nisha.5237@smart.edu
7294685733,TN-STU-2021-03981,Kamalesh Udhayam,2002-10-23,Thoothukudi,Thoothukkudi,"Chandy College of Engineering, Thoothukudi",LL.B.,Law,2026,7.0,"Legal Drafting, Corporate Law, Legal Writing, Legal Research",NONE,Court Procedures,NONE,NONE,Moot Court,Football,Junior Junior Advocate,Certified Senior Corporate Lawyer,9116783117,kamalesh.5733@smart.edu
3769798986,TN-STU-2020-03982,Girish Karthik,2001-04-24,Dharmapuri,Dharmapuri,"Government College of Engineering, Dharmapuri",M.Tech,Artificial Intelligence,2023,9.4,"Deep Learning, PyTorch, TensorFlow, Computer Vision, NLP",NONE,NONE,Oracle Java Certified,Wipro,NONE,Table Tennis,Computer Vision Engineer,Junior Artificial Intelligence Specialist,9590990920,girish.8986@smart.edu
7608075864,TN-STU-2021-03983,Bhavani Inbaraj,2005-03-30,Dharmapuri,Palacode,"Government Arts and Science College, Pappireddipatti",M.E.,Biomedical Engineering,2026,6.5,"Anatomy Knowledge, Product Testing, Biomechanics, Medical Device Design, Signal Processing, Clinical Trials Support",Medical Imaging,Research Documentation,NONE,NONE,NCC,Table Tennis,Trainee Medical Device Tester,Certified Senior Biomedical Tech Associate,9386723797,bhavani.5864@smart.edu
5665269856,TN-STU-2020-03984,Yazhan Thangam,2002-02-15,Nilgiris,Udhagamandalam,"Monarch International College of Hotel Management, Ooty",B.A.,English,2024,9.7,"Public Speaking, SEO Writing, Linguistics",NONE,Business English,TESOL,NONE,Debate,Tennis,Junior Communications Associate,Certified Senior Copywriter,9665706239,yazhan.9856@smart.edu
5281050400,TN-STU-2021-03985,Iniya Velu,2007-07-13,Erode,Erode (East),"Erode Arts and Science College (Autonomous), Erode",B.A.,English,2026,9.9,"Copywriting, IELTS Coaching, Public Speaking",Spoken English,NONE,NONE,NONE,NCC,Badminton,Junior Communications Associate,Certified Senior Copywriter,9518173667,iniya.0400@smart.edu
4184779984,TN-STU-2022-03986,Azlagan Inbaraj,2001-08-19,Thoothukudi,Tiruchendur,"Govindammal Aditanar College for Women, Tiruchendur",M.F.A.,Fine Arts,2023,8.5,"Sculpture, Graphic Design, Portfolio Building, Art History, Painting, Photography",NONE,NONE,NONE,NONE,NSS,NONE,Junior Art Educator,Certified Senior Animation Artist,9902874238,azlagan.9984@smart.edu
2178659503,TN-STU-2023-03987,Madhumitha Jayaraman,2000-05-27,Ariyalur,Jayankondam,K.K.C. College of Education,LL.B.,Law,2025,6.8,"Intellectual Property, Contract Negotiation, Legal Drafting, Litigation Support",Human Rights Law,ADR Mechanisms,Bar Council Enrollment,NONE,NONE,NONE,Trainee Legal Consultant,Certified Senior Corporate Lawyer,9904242699,madhumitha.9503@smart.edu
8828367988,TN-STU-2023-03988,Indira Udhayam,1999-11-04,Chengalpattu,Thiruporur,SSN College of Engineering,B.Tech,Artificial Intelligence,2025,9.1,"Deep Learning, PyTorch, TensorFlow, Computer Vision, NLP",Data Structures,Cyber Security Analyst,AWS Practitioner,NONE,NSS,Table Tennis,AI Engineer,Junior Artificial Intelligence Specialist,9671695355,indira.7988@smart.edu
7501552340,TN-STU-2020-03989,Sathish G.,2003-03-28,Viluppuram,Tindivanam,Elumalai Polytechnic College,M.F.A.,Fine Arts,2026,9.2,"Photography, Art History, Portfolio Building, Graphic Design, Digital Illustration",Art Appreciation,Graphic Design Tools,Visual Art Diploma,Ad Agencies,Art Exhibition,Chess,Junior Art Educator,Certified Senior Animation Artist,9647191565,sathish.2340@smart.edu
7718097609,TN-STU-2021-03990,Eshwar Ganesan,2003-12-19,Thiruvarur,Mannargudi,Loyola College,MBA,Business Administration,2026,6.7,"HR Management, Marketing Research, Business Analytics",NONE,Digital Marketing,NONE,Logistics Companies,Entrepreneurship Cell,Cricket,Trainee Marketing Coordinator,Certified Senior Business Development Associate,9943454362,eshwar.7609@smart.edu
9458367501,TN-STU-2023-03991,Chandini Velu,2006-03-29,Sivaganga,Manamadurai,"Sri Raaja Raajan College of Education for Women, Amaravathipudur",B.A.,English,2026,10.0,"IELTS Coaching, Literature Analysis, Public Speaking, Copywriting, Phonetics, Linguistics",NONE,Soft Skills,TESOL,Schools,NCC,Football,Junior Communications Associate,Certified Senior Copywriter,9809079648,chandini.7501@smart.edu
2070179574,TN-STU-2021-03992,Gomathi Dhandapani,1999-06-01,Viluppuram,Gingee,Srimath Sivagnanabalaya Swamigal Tamil Arts & Science College,BBA,Business Administration,2024,10.0,"Business Analytics, Strategic Planning, Leadership, Supply Chain",NONE,CRM Specialist,Digital Marketing Expert,Logistics Companies,NONE,Football,Junior HR Executive,Certified Senior Business Development Associate,9320709577,gomathi.9574@smart.edu
5944569650,TN-STU-2021-03993,Ambarish N.,2006-02-01,Thanjavur,Thanjavur,"Shanmugha Arts Science Technology and Research Academy (SASTRA), Thirumalaisamudram",B.F.A.,Fine Arts,2026,8.5,"Art History, Graphic Design, Portfolio Building",Modern Art,NONE,Adobe Creative Suite,Animation Studios,NONE,Chess,Junior Art Educator,Certified Senior Animation Artist,9323125697,ambarish.9650@smart.edu
3746431444,TN-STU-2021-03994,Ashwini D.,2002-06-29,Madurai,Madurai Central,"E.M.G. Yadava Women's College, Madurai",B.E.,Electronics & Communication,2025,9.0,"VLSI, Embedded Systems, MATLAB, IoT",Microcontrollers,5G Technology,IoT Foundation,NONE,Ham Radio,Table Tennis,Junior Electronics Engineer,Certified Senior Embedded Developer,9203857163,ashwini.1444@smart.edu
7502748648,TN-STU-2021-03995,Vinoth Boopathi,1999-09-20,Virudhunagar,Aruppukkottai,P.S.R. College of Education,B.Sc.,Nursing,2024,9.2,"Medical Terminology, Patient Care, Anatomy",Anatomy & Physiology,NONE,NONE,General Hospitals,NONE,NONE,Junior Community Health Worker,Certified Senior Certified Nurse,9183951322,vinoth.8648@smart.edu
1976452415,TN-STU-2020-03996,Pranesh Devadass,2006-06-09,Chengalpattu,Pallavaram,"SRM Institute of Science and Technology, Kattankulathur",M.Tech,Artificial Intelligence,2026,7.5,"Deep Learning, PyTorch, TensorFlow, Computer Vision, NLP",NONE,Blockchain,Google Data Analytics,NONE,IEEE,Table Tennis,Computer Vision Engineer,Junior Artificial Intelligence Specialist,9590586200,pranesh.2415@smart.edu
6007955742,TN-STU-2022-03997,Nishanth Babu,2001-05-17,Kallakurichi,Tirukkoyilur,"Bharathi College of Arts and Science for Women, Thalaivasal (Kallakurichi Border)",M.A.,Tamil,2026,7.3,"Translation, Tamil Literature, Grammar, Editing, Creative Writing, Journalism",Classical Tamil,Translation Skills,Tamil Pandit Certification,News Agency,NONE,Kabaddi,Junior Editor,Certified Senior Digital Editor,9765843550,nishanth.5742@smart.edu
3505497583,TN-STU-2020-03998,Paari Velayudham,2001-01-27,Sivaganga,Karaikudi,"Alagappa Government Arts College, Karaikudi",B.A.,Tamil,2023,8.8,"Research Writing, Journalism, Creative Writing, Public Speaking, Translation, Grammar, Tamil Literature",Tamil Grammar,Tamil Computing,E-Publishing,News Agency,Literary Club,NONE,Junior Content Developer,Certified Senior Digital Editor,9227497779,paari.7583@smart.edu
4434065824,TN-STU-2020-03999,Vendhan Velu,2000-12-25,Cuddalore,Neyveli,"Neyveli Lignite Corporation Polytechnic College (NLC), Neyveli",M.F.A.,Fine Arts,2025,7.1,"Digital Illustration, Portfolio Building, Art History",NONE,Digital Art & Animation,Photography Certification,Museums,Cultural Fest,NONE,Junior Graphic Designer,Certified Senior Animation Artist,9924814941,vendhan.5824@smart.edu
8450718483,TN-STU-2022-04000,Ome R.,2006-07-28,Tiruvannamalai,Kalasapakkam,Government Tiruvannamalai Medical College and Hospital,M.E.,Civil Engineering,2026,9.0,"Quantity Estimation, Project Management, Site Supervision, AutoCAD, Soil Testing, STAAD Pro, Surveying",NONE,NONE,NONE,NONE,Green Campus Initiative,Cricket,Junior Project Coordinator,Certified Senior BIM Associate,9698823451,ome.8483@smart.edu
5377683319,TN-STU-2023-04001,Amudha Inbaraj,2004-10-14,Namakkal,Kumarapalayam,"J.K.K. Nataraja College of Engineering and Technology, Komarapalayam",M.A.,Tamil,2023,8.1,"Editing, Public Speaking, Grammar",Tamil Grammar,NONE,Translator Certification,NONE,Debate,Badminton,Junior Editor,Certified Senior Digital Editor,9292565214,amudha.3319@smart.edu
3491130803,TN-STU-2023-04002,Zuban Loganathan,2002-08-03,Tirunelveli,Palayamkottai,"Government Law College, Palayamkottai",B.Sc.,Data Science,2026,8.2,"Python, Machine Learning, Data Analysis, SQL, Pandas, NumPy",NPTEL AI/ML,Full Stack Development,NONE,Infosys,NSS,Chess,Data Scientist,Junior Data Science Specialist,9738586896,zuban.0803@smart.edu
8603767403,TN-STU-2023-04003,Lalitha Haran,2001-12-25,Salem,Salem (South),"Government College of Engineering, Salem",M.A.,Tamil,2025,9.1,"Editing, Tamil Literature, Translation, Creative Writing, Journalism, Public Speaking",Classical Tamil,NONE,Translator Certification,Publishing House,Literary Club,Chess,Junior Content Developer,Certified Senior Digital Editor,9151982575,lalitha.7403@smart.edu
4337525906,TN-STU-2023-04004,Rashmi A.,2003-07-16,Salem,Salem (South),"Sri Sarada College for Women (Autonomous), Salem",M.E.,Civil Engineering,2024,9.0,"Quantity Estimation, Project Management, Structural Analysis",Construction Management,NONE,Green Building (LEED),TNHB,ASCE Chapter,Volleyball,Junior Project Coordinator,Certified Senior BIM Associate,9202513318,rashmi.5906@smart.edu
4395135372,TN-STU-2021-04005,Nallan Narasimhan,2008-06-04,Tirunelveli,Radhapuram,"Kamaraj College of Arts and Science, Surandai",M.F.A.,Fine Arts,2023,6.9,"Photography, Ceramics, Portfolio Building, Digital Illustration",NONE,NONE,Graphic Design Cert,Museums,NSS,Badminton,Trainee Illustrator,Certified Senior Animation Artist,9581141744,nallan.5372@smart.edu
3815513215,TN-STU-2022-04006,Rani P.,1999-03-06,Sivaganga,Sivaganga,"Government Sivaganga Medical College - College of Nursing, Sivaganga",B.F.A.,Fine Arts,2024,7.5,"Sculpture, Painting, Digital Illustration, Art History, Graphic Design",Modern Art,NONE,Adobe Creative Suite,Ad Agencies,Photography Club,Badminton,Junior Graphic Designer,Certified Senior Animation Artist,9511136497,rani.3215@smart.edu
1751248113,TN-STU-2022-04007,Anbarasan Rajan,2002-03-05,Chennai,Adyar,Patrician College,B.Com,Commerce,2024,6.5,"Taxation, Auditing, Tally ERP",Banking & Insurance,FinTech,CA Intermediate,CA Firms,NSS,Kho-Kho,Trainee Financial Analyst,Certified Senior Banking Associate,9879922338,anbarasan.8113@smart.edu
2640711603,TN-STU-2020-04008,Ponni Thirunavukkarasu,2006-12-31,Nagapattinam,Vedaranyam,"Government Arts and Science College, Vedaranyam",M.E.,Civil Engineering,2023,10.0,"Soil Testing, Project Management, Surveying",Construction Management,Building Information Modelling,Green Building (LEED),NONE,Construction Challenge,Kabaddi,Junior Project Coordinator,Certified Senior BIM Associate,9887544828,ponni.1603@smart.edu
1734515411,TN-STU-2020-04009,Sathish S.,1999-11-08,Viluppuram,Vikravandi,Sri Rangapoopathi College of Education,B.A.LL.B.,Law,2023,6.9,"Corporate Law, Legal Research, Legal Drafting",Human Rights Law,Legal Analytics,Arbitration Certification,NONE,Debate,Football,Trainee Legal Consultant,Certified Senior Corporate Lawyer,9320249956,sathish.5411@smart.edu
7969541487,TN-STU-2021-04010,Anbarasan Velu,2000-09-22,Madurai,Madurai North,Madurai Medical College,MBA,Business Administration,2025,6.7,"Supply Chain, Leadership, HR Management, Marketing Research",Marketing Research,NONE,PMP Foundation,NONE,Entrepreneurship Cell,Football,Trainee Marketing Coordinator,Certified Senior Business Development Associate,9655396289,anbarasan.1487@smart.edu
1945118540,TN-STU-2023-04011,Loganathan K.,2004-04-18,Ramanathapuram,Ramanathapuram,"University College of Engineering, Ramanathapuram",M.E.,Biomedical Engineering,2025,9.7,"MATLAB, Biomechanics, Anatomy Knowledge, Product Testing",Clinical Engineering,NONE,CBET Preparation,Research Labs,Robotics,Chess,Junior Biomedical Engineer,Certified Senior Biomedical Tech Associate,9431509975,loganathan.8540@smart.edu
7679146813,TN-STU-2020-04012,Sathish Palani,2003-04-12,Tiruppur,Tiruppur (South),"Revathi Medical Center College of Nursing, Tiruppur",B.E.,Computer Science,2026,9.5,"Python, Node.js, Machine Learning, Data Analysis, Cybersecurity",Cloud Computing Foundation,NONE,Azure Fundamentals,NONE,Coding Clubs,Football,Junior Data Analyst,Certified Senior Cloud Engineer,9834486962,sathish.6813@smart.edu
2156110378,TN-STU-2020-04013,Bharathi Chidambaram,2006-06-08,Thiruvallur,Poonamallee,Hindustan College,MBA,Business Administration,2023,7.7,"CRM, Leadership, Business Analytics, Supply Chain, Marketing Research, Strategic Planning, HR Management",Operations Management,NONE,Digital Marketing Expert,Logistics Companies,NONE,Cricket,Junior Management Trainee,Certified Senior Business Development Associate,9821550006,bharathi.0378@smart.edu
6891797907,TN-STU-2020-04014,Aravind Dharmalingam,2004-05-30,Cuddalore,Panruti,"Thiruvalluvar University Constituent College, Panruti",B.Com,Commerce,2024,9.9,"Taxation, Tally ERP, Financial Reporting, GST Filing, Auditing",Advanced Accounting,GST & Taxation,CA Intermediate,NONE,Entrepreneurship Cell,Kho-Kho,Junior Accountant,Certified Senior Banking Associate,9680120312,aravind.7907@smart.edu
4961364225,TN-STU-2020-04015,Ramya Selvaraj,2001-10-22,Krishnagiri,Krishnagiri,"Government Polytechnic College, Krishnagiri",M.Tech,Artificial Intelligence,2024,7.9,"Deep Learning, PyTorch, TensorFlow, Computer Vision, NLP",Data Structures,NONE,Azure Fundamentals,Local Tech Solutions,NONE,NONE,Deep Learning Architect,Junior Artificial Intelligence Specialist,9117416209,ramya.4225@smart.edu
2653659907,TN-STU-2022-04016,Tamilselvan S.,2008-11-11,Salem,Salem (South),"Salem Polyclinic College of Nursing, Salem",B.E.,Mechanical Engineering,2024,6.4,"SolidWorks, Manufacturing Processes, CNC Programming",Fluid Mechanics,Industry 4.0,Lean Manufacturing,BHEL,NONE,Athletics,Trainee Production Engineer,Certified Senior CAD Design Specialist,9833370122,tamilselvan.9907@smart.edu
6362604175,TN-STU-2022-04017,Charu Narasimhan,1999-04-06,Namakkal,Tiruchengodu,Namakkal Government Medical College,M.E.,Mechanical Engineering,2024,7.9,"Manufacturing Processes, Quality Control, SolidWorks, Lean Manufacturing, Thermodynamics, MATLAB",Robotics,Industry 4.0,NONE,NONE,NONE,NONE,Junior Maintenance Engineer,Certified Senior CAD Design Specialist,9878271854,charu.4175@smart.edu
9857388730,TN-STU-2022-04018,Velu O.,2007-11-05,Karur,Karur,"Karur College of Education, Karur",M.A.,English,2026,8.9,"Linguistics, Phonetics, IELTS Coaching, SEO Writing, Copywriting, Literature Analysis",American Literature,NONE,TEFL,NONE,NONE,Football,Junior Communications Associate,Certified Senior Copywriter,9522629088,velu.8730@smart.edu
7131395563,TN-STU-2022-04019,Umesh A.,2006-12-07,Vellore,Vellore,"G.G.R. College of Engineering, Vellore",B.Com,Commerce,2025,9.8,"Financial Reporting, GST Filing, Tally ERP, Cost Accounting, Auditing, Accounting",Corporate Finance,FinTech,NONE,NONE,Finance Club,NONE,Junior Accountant,Certified Senior Banking Associate,9746073365,umesh.5563@smart.edu
