UMIS number,studentID,name,dob,district,block,college_name,degree,department,year_of_passing,cgpa,skills,swayam_course,naan_mudhalvan_course,certifications,internships,extra_curricular_activities,sports,predicted_academic_job_role,predicted_skill_job_role
1316337298,TN-STU-2020-04842,Ranjith Karthik,2004-01-23,Erode,Kancheepuram,Anna University Regional Campus,M.E.,Civil Engineering,2024.0,6.6,"AutoCAD, Structural Analysis, Site Supervision, STAAD Pro, Surveying, Quantity Estimation, Soil Testing",,Geo-Technical Analysis,STAAD Pro Certified,TNHB,Green Campus Initiative,,Trainee Structural Engineer,Certified Senior BIM Associate
7349308265,TN-STU-2021-04843,Ponni T.,2001-07-09,Chennai,Poonamallee,Hindustan College,MBA,Business Administration,2024.0,8.6,"Operations Planning, Supply Chain, Business Analytics",,Retail Management,,Consumer Goods Companies,YRC,Football,Junior HR Executive,Associate HR Consultant
8442415945,TN-STU-2021-04844,Guna Y.,2001-08-15,Madurai,Ambur,Government College of Engineering Tirunelveli,M.E.,Civil Engineering,2024.0,7.8,"Soil Testing, Structural Analysis, Site Supervision",Construction Management,Building Information Modelling,,Real Estate Firms,ASCE Chapter,,Junior Site Engineer,Associate Construction Specialist
6340166405,TN-STU-2020-04845,Kiruthika O.,2001-05-10,Salem,Thiruvallur,VISTAS Chennai,MBA,Business Administration,2026.0,7.7,"HR Management, Leadership, Business Analytics",Strategic Management,Business Analytics,,Logistics Companies,YRC,Cricket,Junior Management Trainee,Associate HR Consultant
8099151555,TN-STU-2020-04846,Elango Velu,1999-06-26,Kallakurichi,Colachal,NIT Trichy,B.Tech,Computer Science,2024.0,7.6,"DevOps, DSA, Flutter, Python",Operating Systems,Cyber Security Analyst,,,,Table Tennis,Junior Software Engineer,Junior Cloud Engineer
3788576879,TN-STU-2021-04847,Elakkiya Ponnusamy,2006-03-07,Tiruchirappalli,Jolarpet,Anna University,B.Tech,Computer Science,2026.0,9.2,"React, Java, Node.js, Cloud Computing",Cloud Computing Foundation,Full Stack Development,AWS Practitioner,Tech Startups,Hackathons,,Junior Data Analyst,Certified Senior Cloud Engineer
7043297535,TN-STU-2020-04848,Ashwini Inbaraj,2007-04-25,Namakkal,Colachal,Thiagarajar CE,B.Tech,Mechanical Engineering,2025.0,9.5,"MATLAB, Manufacturing Processes, AutoCAD",Engineering Design,EV Technology,,,Robotics,Athletics,Junior Design Engineer,Junior CAD Design Specialist
9317128991,TN-STU-2021-04849,Amudha R.,2000-04-16,Erode,Mannargudi,Loyola College,MBA,Business Administration,2023.0,10.0,"HR Management, Strategic Planning, Marketing Research, Business Analytics",,,HR Generalist,,YRC,,Junior HR Executive,Certified Digital Marketer
4935286281,TN-STU-2020-04850,Vaishnavi Mani,2006-08-29,Coimbatore,Uthiramerur,PSG IMS & Research,B.Sc.,Nursing,2026.0,7.3,"Anatomy, ICU Management, Vital Signs Monitoring, Emergency Response, Medical Terminology, Surgical Assistance, Patient Care",Maternal Health,Clinical Documentation,,Nursing Homes,,Volleyball,Junior ICU Nurse,Associate Critical Care Expert
9426984829,TN-STU-2023-04851,Durga Sundar,2000-08-13,Kallakurichi,Kanniyakumari,Government College of Fine Arts Kumbakonam,M.F.A.,Fine Arts,2026.0,6.5,"Portfolio Building, Photography, Sculpture, Graphic Design",Photography Basics,,Graphic Design Cert,Ad Agencies,Photography Club,Badminton,Trainee Illustrator,Certified Senior Animation Artist
4367420699,TN-STU-2020-04852,Sneha V.,2005-05-04,Kallakurichi,Thiruvallur,Manipal Institute,B.E.,Biomedical Engineering,2023.0,6.9,"AutoCAD, Product Testing, Clinical Trials Support",Biomaterials,,,Apollo Hospitals,IEEE EMBS,Table Tennis,Trainee Medical Device Tester,Associate Health-Tech Developer
5926050466,TN-STU-2021-04853,Yazhan Umapathi,2000-10-08,Thanjavur,Poonamallee,TNAU Coimbatore,M.Sc.,Agriculture,2023.0,7.6,"Crop Science, Pest Management, Soil Science, Agribusiness, Irrigation Management, Greenhouse Management",Plant Biotechnology,Agri-Marketing,,Government Agriculture Dept,Rural Development,Athletics,Junior Agriculture Officer,Associate Horticulture Expert
3967691817,TN-STU-2022-04854,Akshaya Umapathi,2004-07-08,Thoothukudi,Thiruthuraipoondi,Coimbatore Institute of Technology,M.E.,Mechanical Engineering,2023.0,9.5,"Manufacturing Processes, CNC Programming, MATLAB, AutoCAD",Manufacturing Engineering,Industry 4.0,,,NCC,,Junior Design Engineer,Junior CAD Design Specialist
9701933703,TN-STU-2022-04855,Ananya Suresh,2008-08-31,Erode,Colachal,School of Excellence in Law,B.A.LL.B.,Law,2026.0,9.2,"IPC/CrPC Knowledge, Legal Research, Corporate Law",Constitutional Law,,,Law Firms,Law Review,Football,Junior Corporate Legal Associate,Associate IP Specialist
2870942080,TN-STU-2022-04856,Ahila Karthik,2002-12-15,Kallakurichi,Jolarpet,Anna University,B.E.,Computer Science,2025.0,9.1,"React, Java, DevOps",Data Structures,,AWS Practitioner,Tech Startups,IEEE,Chess,Junior Data Analyst,Certified Senior Cloud Engineer
2281773092,TN-STU-2022-04857,Kabilesh Rathinam,2003-10-31,Tirunelveli,Ponneri,Ethiraj College,M.Sc.,Psychology,2025.0,6.0,"Mental Health Assessment, Report Writing, Child Psychology, Group Therapy Facilitation, Counseling",,Emotional Intelligence,HR Analytics,HR Departments,,,Trainee School Counselor,Certified Senior Certified Counselor
8331738951,TN-STU-2023-04858,Muthu Iyyappan,2006-03-07,Thanjavur,Killiyoor,Madurai Kamaraj University,B.A.,English,2024.0,7.9,"SEO Writing, Linguistics, IELTS Coaching, Literature Analysis, Public Speaking, Proofreading",Spoken English,,HubSpot Content Marketing,Magazines,Literary Society,Cricket,Junior Content Writer,Certified Senior Copywriter
7100825684,TN-STU-2020-04859,Hasini Prabhu,2002-11-23,Chennai,Gummidipoondi,SRM University,B.Tech,Biomedical Engineering,2026.0,9.1,"AutoCAD, MATLAB, Clinical Trials Support, Medical Device Design, Signal Processing",Biomedical Signals,Medical Device Regulation,LabVIEW Developer,Medical Device Startups,,Table Tennis,Junior Biomedical Engineer,Certified Senior Biomedical Tech Associate
2753595031,TN-STU-2022-04860,Varun M.,2008-08-26,Kallakurichi,Poonamallee,Stella Maris College,M.Sc.,Psychology,2025.0,9.3,"Behavioral Analysis, Social Work, Counseling, Child Psychology, Mental Health Assessment, Psychometrics",Developmental Psychology,Addiction Counselling,Art Therapy,HR Departments,,Badminton,Junior Behavioral Analyst,Certified Senior Certified Counselor
2103716041,TN-STU-2021-04861,Rashmi M.,2008-11-23,Salem,Colachal,NIT Trichy,MCA,Computer Science,2026.0,6.9,"Cybersecurity, React, Data Analysis, Flutter",Operating Systems,,,TCS,IEEE,Cricket,Trainee Systems Architect,Associate Data Scientist
6626358951,TN-STU-2020-04862,Indira Ponnusamy,2000-08-01,Chennai,Colachal,NIT Trichy,MCA,Computer Science,2026.0,7.5,"Machine Learning, SQL, Cloud Computing, Data Analysis, Cybersecurity, Java, DSA",Cloud Computing Foundation,Full Stack Development,,Tech Startups,Hackathons,Football,Junior Software Engineer,Associate Data Scientist
4787266212,TN-STU-2023-04863,Janu Ethiraj,2001-06-07,Vellore,Thiruvallur,Manipal Institute,B.E.,Biomedical Engineering,2024.0,7.2,"AutoCAD, Biomechanics, Product Testing, Clinical Trials Support",Clinical Engineering,,Medical Coding,Apollo Hospitals,IEEE EMBS,Chess,Junior Clinical Engineer,Certified Senior Biomedical Tech Associate
3292687463,TN-STU-2023-04864,Ashwini Chidambaram,2005-11-12,Chennai,Kancheepuram,SASTRA University,B.E.,Biomedical Engineering,2026.0,7.5,"AutoCAD, Biomechanics, Medical Device Design, Anatomy Knowledge, Clinical Trials Support",Medical Imaging,Healthcare IoT,AutoCAD Certified,Siemens Healthineers,Health Tech Club,Badminton,Junior Clinical Engineer,Certified Senior Biomedical Tech Associate
4113150241,TN-STU-2020-04865,Janani Natesan,2005-12-27,Madurai,Thiruverambur,Bharathidasan University,B.A.,Tamil,2025.0,8.1,"Journalism, Public Speaking, Translation",History of Tamil Literature,,,,Cultural Events,,Junior Editor,Junior Digital Editor
6094712416,TN-STU-2020-04866,Yavan G.,2001-05-31,Madurai,Kancheepuram,Anna University Regional Campus,B.Tech,Civil Engineering,2024.0,9.4,"Site Supervision, Surveying, Soil Testing",Building Materials,Geo-Technical Analysis,AutoCAD Civil 3D,,ASCE Chapter,Cricket,Junior Project Coordinator,Certified CAD Civil Engineer
4503669927,TN-STU-2022-04867,Mythili Natesan,2007-06-10,Vellore,Ambur,Patrician College,M.Com,Commerce,2024.0,9.4,"Auditing, Taxation, GST Filing, Financial Reporting, Tally ERP",Investment Management,,CA Intermediate,Share Broking Firm,Commerce Club,Cricket,Junior Accountant,Certified Senior Banking Associate
1078321730,TN-STU-2021-04868,Priya S.,2008-04-09,Chennai,Kanniyakumari,Government College of Fine Arts Kumbakonam,M.F.A.,Fine Arts,2023.0,6.1,"Graphic Design, Sculpture, Ceramics, Portfolio Building, Art History, Digital Illustration, Photography",Art Appreciation,Event Design,,,,Yoga,Trainee Illustrator,Junior Animation Artist
1874236471,TN-STU-2021-04869,Maran V.,2007-11-08,Namakkal,Vilavancode,CEG Anna University,M.E.,Electronics & Communication,2023.0,9.8,"Embedded Systems, IoT, Signal Processing, Communication Protocols, VLSI, MATLAB, Circuit Design",Microcontrollers,5G Technology,National Instruments LabVIEW,Electronics SMEs,,Cricket,Junior Electronics Engineer,Certified Senior Embedded Developer
7178823782,TN-STU-2020-04870,Indu Rajan,2002-07-15,Vellore,Mannargudi,Loyola College,BBA,Business Administration,2023.0,6.7,"Marketing Research, Supply Chain, CRM, HR Management, Operations Planning, Strategic Planning, Leadership",,,,Logistics Companies,B-Plan Competitions,Badminton,Trainee Marketing Coordinator,Associate HR Consultant
3297751464,TN-STU-2022-04871,Tharani A.,2000-06-29,Tirunelveli,Avadi,DG Vaishnav College,B.Com,Commerce,2026.0,6.5,"Cost Accounting, Financial Reporting, Auditing, GST Filing",Banking & Insurance,Digital Banking,CPA Foundation,Retail Finance,Commerce Club,Chess,Trainee Financial Analyst,Certified Senior Banking Associate
9458322261,TN-STU-2021-04872,Vidhya V.,2007-08-01,Thanjavur,Avadi,TA PAS College,B.A.,English,2024.0,8.2,"Phonetics, IELTS Coaching, SEO Writing, Literature Analysis, Copywriting, Proofreading",American Literature,Content Writing,,Magazines,Debate,Cricket,Junior Content Writer,Associate IELTS Trainer
4412709135,TN-STU-2023-04873,Samy Krishnan,2001-02-05,Vellore,Ambur,Patrician College,B.Com,Commerce,2026.0,8.2,"Auditing, GST Filing, Banking Operations, Financial Reporting",Investment Management,Digital Banking,,Retail Finance,Entrepreneurship Cell,Kho-Kho,Junior Audit Assistant,Associate FinTech Analyst
7858027849,TN-STU-2023-04874,Janani M.,2007-04-16,Chennai,Poonamallee,Stella Maris College,M.Sc.,Psychology,2025.0,7.3,"Psychometrics, Report Writing, Behavioral Analysis, Mental Health Assessment",Developmental Psychology,,CBT Practitioner,Schools,Awareness Camps,Kho-Kho,Junior Psychological Counselor,Certified Senior Certified Counselor
2427547538,TN-STU-2022-04875,Laksha Ramesh,2006-03-08,Tiruchirappalli,Thiruthuraipoondi,Coimbatore Institute of Technology,M.E.,Mechanical Engineering,2024.0,6.2,"Thermodynamics, SolidWorks, MATLAB, AutoCAD, Quality Control, Manufacturing Processes",Engineering Design,,AutoCAD Certified,BHEL,Make in India Hackathon,Football,Trainee Production Engineer,Certified Senior CAD Design Specialist
8770504077,TN-STU-2023-04876,Sneha Pandian,2001-04-01,Namakkal,Thiruvallur,Manipal Institute,M.E.,Biomedical Engineering,2026.0,6.9,"Biomechanics, Signal Processing, Medical Device Design, Clinical Trials Support, Anatomy Knowledge, AutoCAD, MATLAB",Biomaterials,Bioelectronics,,,,Athletics,Trainee Medical Device Tester,Junior Biomedical Tech Associate
1721799136,TN-STU-2023-04877,Chandru Iyyappan,2001-12-07,Vellore,Nannilam,Alagappa University,B.A.,English,2025.0,8.3,"Proofreading, Phonetics, Copywriting, Public Speaking, IELTS Coaching, Literature Analysis, Linguistics",Spoken English,Business English,,,,Tennis,Junior Content Writer,Junior Copywriter
2195714619,TN-STU-2022-04878,Gautham Balaji,2005-10-25,Tirunelveli,Ambur,SSN College of Engineering,MCA,Computer Science,2023.0,7.4,"Machine Learning, React, Python, Cloud Computing, DSA",,Cyber Security Analyst,Oracle Java Certified,,IEEE,Table Tennis,Junior Software Engineer,Certified Cybersecurity Analyst
5926340629,TN-STU-2021-04879,Bama Ganesan,2008-08-07,Tiruchirappalli,Uthiramerur,Government Law College Chennai,LL.B.,Law,2025.0,9.4,"Contract Negotiation, Legal Writing, Litigation Support, Corporate Law, Legal Drafting",,ADR Mechanisms,,High Court Chambers,Moot Court,,Junior Corporate Legal Associate,Associate IP Specialist
1212119527,TN-STU-2022-04880,Vazhithi Kandasamy,2002-12-11,Erode,Uthiramerur,PSG IMS & Research,B.Sc.,Nursing,2026.0,6.4,"Medication Administration, Surgical Assistance, Vital Signs Monitoring, Emergency Response, Medical Terminology, Anatomy",Basic Life Support,Clinical Documentation,Midwifery Cert,Community Health Centres,,Athletics,Trainee Pediatric Nurse,Certified Senior Certified Nurse
7482526189,TN-STU-2023-04881,Kamal Thangam,2007-11-05,Namakkal,Ponneri,Ethiraj College,M.Sc.,Psychology,2025.0,9.4,"Counseling, Mental Health Assessment, Group Therapy Facilitation, Social Work, Report Writing",Counseling Theories,Counselling Practices,Art Therapy,Schools,,Chess,Junior Behavioral Analyst,Certified Senior Certified Counselor
3554859603,TN-STU-2022-04882,Dharani Ramesh,2005-02-20,Kallakurichi,Thiruthuraipoondi,Kongu Engineering College,M.E.,Civil Engineering,2023.0,6.2,"Site Supervision, Structural Analysis, Project Management, Soil Testing, Quantity Estimation, AutoCAD",Construction Management,Geo-Technical Analysis,Green Building (LEED),TNHB,ASCE Chapter,Volleyball,Trainee Structural Engineer,Certified Senior BIM Associate
9794328631,TN-STU-2023-04883,Vimal Jayaraman,2008-08-20,Erode,Thiruvallur,Manipal Institute,M.E.,Biomedical Engineering,2025.0,9.2,"Clinical Trials Support, Medical Device Design, MATLAB, AutoCAD",Biomaterials,Research Documentation,,Medical Device Startups,Health Tech Club,Table Tennis,Junior Biomedical Engineer,Associate Health-Tech Developer
2568315226,TN-STU-2021-04884,Kumar Dharmalingam,2007-06-18,Chennai,Palladam,KG College of Nursing,B.Sc.,Nursing,2025.0,6.5,"Surgical Assistance, ICU Management, Patient Care, Medical Terminology",Medical Microbiology,Healthcare Management,Intensive Care Cert,,Health Awareness,Kho-Kho,Trainee Pediatric Nurse,Certified Clinical Nurse Specialist
2000876909,TN-STU-2023-04885,Yuvaraj Pandian,2007-10-16,Coimbatore,Colachal,School of Excellence in Law,B.A.LL.B.,Law,2025.0,6.3,"Litigation Support, Legal Writing, Contract Negotiation, Intellectual Property, Corporate Law, Legal Drafting",,Court Procedures,IP Law Cert,Law Firms,Law Review,Badminton,Trainee Legal Consultant,Certified Senior Corporate Lawyer
6944173621,TN-STU-2021-04886,Hemanth Thangam,1999-11-29,Thanjavur,Kanniyakumari,Government College of Fine Arts Kumbakonam,B.F.A.,Fine Arts,2026.0,9.0,"Graphic Design, Ceramics, Digital Illustration, Painting, Sculpture",Modern Art,,Adobe Creative Suite,Ad Agencies,Photography Club,Chess,Junior Art Educator,Certified Senior Animation Artist
7841280528,TN-STU-2020-04887,Padmini Ganesan,2000-07-05,Tiruchirappalli,Thiruverambur,Bharathidasan University,B.A.,Tamil,2026.0,7.9,"Research Writing, Journalism, Creative Writing",,E-Media,Translator Certification,Content Studio,Literary Club,Badminton,Junior Editor,Certified Senior Digital Editor
4623169528,TN-STU-2023-04888,Umadevi N.,2003-08-20,Tirunelveli,Thiruvallur,VIT Vellore,B.E.,Computer Science,2023.0,6.2,"Java, DSA, Flutter, SQL, Node.js",,Data Analytics with Python,Azure Fundamentals,,Hackathons,Football,Trainee Systems Architect,Certified Cybersecurity Analyst
5197671364,TN-STU-2021-04889,Banumathi T.,2006-08-16,Kallakurichi,Gummidipoondi,SRM University,B.Tech,Biomedical Engineering,2025.0,8.3,"Signal Processing, Product Testing, AutoCAD, Clinical Trials Support, Biomechanics, MATLAB, Anatomy Knowledge",,Bioelectronics,CBET Preparation,Medical Device Startups,NCC,Table Tennis,Junior Clinical Engineer,Certified Senior Biomedical Tech Associate
8250755360,TN-STU-2023-04890,Kamali N.,2004-11-12,Tirunelveli,Killiyoor,Sri Ramachandra University,M.Sc.,Nursing,2023.0,6.4,"Vital Signs Monitoring, Emergency Response, Anatomy",Anatomy & Physiology,Healthcare Management,,Community Health Centres,NCC,Volleyball,Trainee Pediatric Nurse,Associate Critical Care Expert
8795293500,TN-STU-2020-04891,Iniyan Velu,2008-06-30,Salem,Thiruvarur,Government College of Fine Arts Chennai,M.F.A.,Fine Arts,2024.0,6.3,"Ceramics, Art History, Sculpture, Digital Illustration, Graphic Design, Portfolio Building, Painting",,Digital Art & Animation,Photography Certification,Ad Agencies,,Yoga,Trainee Illustrator,Certified Senior Animation Artist
3847541155,TN-STU-2021-04892,Paval Arumugam,2007-10-01,Madurai,Colachal,School of Excellence in Law,B.A.LL.B.,Law,2025.0,8.4,"Legal Research, Contract Negotiation, Legal Drafting",,,IP Law Cert,High Court Chambers,,Chess,Junior Junior Advocate,Certified Senior Corporate Lawyer
2550981664,TN-STU-2022-04893,Ishwar Pandian,1999-12-20,Coimbatore,Uthiramerur,PSG IMS & Research,B.Sc.,Nursing,2026.0,9.3,"Emergency Response, Vital Signs Monitoring, ICU Management, Medical Terminology",Maternal Health,Healthcare Management,,Specialty Clinics,,Kho-Kho,Junior Community Health Worker,Associate Critical Care Expert
3880156390,TN-STU-2021-04894,Indira Dhandapani,2003-08-06,Salem,Colachal,School of Excellence in Law,LL.B.,Law,2026.0,9.4,"Corporate Law, Intellectual Property, Litigation Support",,ADR Mechanisms,,High Court Chambers,Legal Aid Club,Cricket,Junior Corporate Legal Associate,Associate IP Specialist
3458075138,TN-STU-2022-04895,Rahul Ponnusamy,1999-10-26,Namakkal,Ambur,Patrician College,M.Com,Commerce,2026.0,7.2,"Auditing, GST Filing, Banking Operations, Taxation, Financial Reporting, Cost Accounting",Corporate Finance,,GST Practitioner,,Commerce Club,Kabaddi,Junior Audit Assistant,Certified Certified Accountant
8424890119,TN-STU-2021-04896,Bala Anbarasu,2004-02-29,Coimbatore,Kanniyakumari,Agricultural College Madurai,B.Sc.,Agriculture,2026.0,7.6,"Agribusiness, Irrigation Management, Organic Farming",,AgriTech Tools,Agri-Business Management,TNAU Research Farms,Farm Club,,Junior Agriculture Officer,Certified Senior Agri-Business Advisor
4807005794,TN-STU-2021-04897,Sathan Rathinam,2002-03-05,Chennai,Kanniyakumari,Agricultural College Madurai,B.Sc.,Agriculture,2026.0,7.1,"Agribusiness, Irrigation Management, Greenhouse Management, Remote Sensing, Pest Management, Organic Farming, Crop Science",Soil Health,AgriTech Tools,,TNAU Research Farms,NSS,Athletics,Junior Agriculture Officer,Associate Horticulture Expert
5100983350,TN-STU-2023-04898,Narendra B.,1999-08-16,Coimbatore,Jolarpet,Anna University,B.Sc.,Computer Science,2024.0,7.1,"Cybersecurity, DevOps, Node.js, Python",,,,,IEEE,Football,Junior Software Engineer,Junior Cloud Engineer
4490158472,TN-STU-2020-04899,Rishi Rajan,2006-02-10,Thanjavur,Jolarpet,Coimbatore Institute of Tech,B.E.,Electronics & Communication,2023.0,9.5,"VLSI, Circuit Design, PCB Design, IoT, Communication Protocols, Embedded Systems",Microcontrollers,,,Telecom Companies,NCC,Chess,Junior Electronics Engineer,Associate PCB Design Expert
5273477348,TN-STU-2021-04900,Loganathan Mohan,2006-06-13,Coimbatore,Gummidipoondi,SRM University,B.E.,Biomedical Engineering,2023.0,9.6,"Signal Processing, Medical Device Design, Anatomy Knowledge, AutoCAD",Biomaterials,Research Documentation,Medical Coding,Apollo Hospitals,Health Tech Club,Table Tennis,Junior Biomedical Engineer,Certified Senior Biomedical Tech Associate
2918842960,TN-STU-2023-04901,Umesh Haran,2001-07-15,Salem,Killiyoor,Madurai Kamaraj University,B.A.,English,2026.0,10.0,"Copywriting, SEO Writing, Linguistics, Public Speaking",Modern Linguistics,Content Writing,Copywriting Proficiency,Magazines,Elocution Club,,Junior Communications Associate,Certified Senior Copywriter
7448539347,TN-STU-2021-04902,Senthil Kamaraj,1999-06-16,Namakkal,Gummidipoondi,SRM University,M.E.,Biomedical Engineering,2024.0,8.5,"Anatomy Knowledge, Clinical Trials Support, Product Testing, Biomechanics, MATLAB",,Healthcare IoT,Medical Coding,Medical Device Startups,IEEE EMBS,Athletics,Junior Biomedical Engineer,Certified Senior Biomedical Tech Associate
7597325781,TN-STU-2020-04903,Boopathi Natesan,2006-10-21,Namakkal,Gummidipoondi,SRM University,B.E.,Biomedical Engineering,2023.0,9.6,"MATLAB, Medical Device Design, Clinical Trials Support, Anatomy Knowledge",Medical Imaging,Research Documentation,,Siemens Healthineers,IEEE EMBS,Table Tennis,Junior Biomedical Engineer,Associate Health-Tech Developer
9145782565,TN-STU-2020-04904,Hasini Babu,2008-10-15,Kallakurichi,Palladam,KG College of Nursing,B.Sc.,Nursing,2026.0,6.6,"Medication Administration, Patient Care, Emergency Response, Anatomy, Medical Terminology, Surgical Assistance",Medical Microbiology,,,,First Aid Camp,Volleyball,Trainee Pediatric Nurse,Junior Certified Nurse
2755080372,TN-STU-2022-04905,Logeshwari Iyyappan,2003-09-11,Namakkal,Ambur,Government College of Engineering Tirunelveli,B.E.,Civil Engineering,2023.0,6.8,"STAAD Pro, AutoCAD, Structural Analysis, Surveying",Environmental Engineering,Project Estimation,,L&T Construction,ASCE Chapter,Kabaddi,Trainee Structural Engineer,Associate Construction Specialist
8906200596,TN-STU-2021-04906,Laksha Kamaraj,1999-06-08,Tirunelveli,Thiruthuraipoondi,Kongu Engineering College,B.E.,Civil Engineering,2024.0,7.2,"Site Supervision, Soil Testing, Surveying, Structural Analysis",,Smart Cities,,,NSS,Kabaddi,Junior Site Engineer,Junior BIM Associate
3874092402,TN-STU-2023-04907,Prithiv H.,2001-01-27,Madurai,Kanniyakumari,Agricultural College Madurai,B.Sc.,Agriculture,2023.0,8.0,"Crop Science, Remote Sensing, Greenhouse Management, Irrigation Management, Soil Science",Plant Biotechnology,Post Harvest Management,,TNAU Research Farms,Rural Development,Kabaddi,Junior Agriculture Officer,Associate Horticulture Expert
8974929006,TN-STU-2023-04908,Parthi Yuvraj,2004-06-26,Kallakurichi,Jolarpet,Coimbatore Institute of Tech,M.E.,Electronics & Communication,2023.0,9.2,"IoT, Embedded Systems, PCB Design",VLSI Design,,Embedded C,BSNL,NCC,Cricket,Junior Electronics Engineer,Certified Senior Embedded Developer
3466343231,TN-STU-2021-04909,Vignesh R.,2007-07-11,Vellore,Ambur,Patrician College,M.Com,Commerce,2024.0,9.9,"Auditing, Cost Accounting, Taxation, Financial Reporting",Corporate Finance,GST & Taxation,CPA Foundation,,Finance Club,Kabaddi,Junior Accountant,Certified Certified Accountant
5570887130,TN-STU-2023-04910,Pranesh Ramesh,2008-09-12,Coimbatore,Colachal,NIT Trichy,B.Sc.,Computer Science,2023.0,7.4,"DSA, DevOps, SQL, Data Analysis",Cloud Computing Foundation,,CISCO CCNA,TCS,,Football,Junior Software Engineer,Certified Senior Cloud Engineer
8360086744,TN-STU-2021-04911,Gokul Rathinam,2003-04-06,Thanjavur,Jolarpet,Coimbatore Institute of Tech,M.E.,Electronics & Communication,2025.0,7.6,"Embedded Systems, MATLAB, Communication Protocols, VLSI, IoT",Digital Electronics,PCB Design Fundamentals,VLSI Design Certified,Telecom Companies,NCC,Table Tennis,Junior Embedded Systems Engineer,Certified Senior Embedded Developer
4370626359,TN-STU-2022-04912,Pavithra Yogeswaran,2007-11-06,Coimbatore,Gummidipoondi,SRM University,B.Tech,Biomedical Engineering,2025.0,10.0,"Clinical Trials Support, AutoCAD, Medical Device Design",Medical Imaging,Healthcare IoT,,,NCC,Athletics,Junior Biomedical Engineer,Junior Biomedical Tech Associate
6372865443,TN-STU-2020-04913,Heera Chidambaram,2003-09-20,Thoothukudi,Ambur,Government College of Engineering Tirunelveli,M.E.,Civil Engineering,2024.0,8.5,"STAAD Pro, Soil Testing, Structural Analysis, Site Supervision, Surveying",,Geo-Technical Analysis,STAAD Pro Certified,,NSS,Volleyball,Junior Project Coordinator,Certified CAD Civil Engineer
2000446008,TN-STU-2020-04914,Iniya Ramasamy,2001-10-02,Salem,Thiruverambur,Bharathidasan University,B.A.,Tamil,2026.0,6.5,"Creative Writing, Research Writing, Editing, Grammar, Journalism, Tamil Literature, Public Speaking",,Tamil Computing,,Publishing House,Debate,,Trainee Language Expert,Associate Tamil Content Specialist
6009269382,TN-STU-2022-04915,Kamalesh Rajan,1999-08-08,Coimbatore,Gummidipoondi,SRM University,M.E.,Biomedical Engineering,2025.0,6.9,"AutoCAD, Product Testing, MATLAB, Anatomy Knowledge, Signal Processing, Biomechanics, Medical Device Design",Biomaterials,Healthcare IoT,CBET Preparation,Research Labs,NCC,Athletics,Trainee Medical Device Tester,Certified Senior Biomedical Tech Associate
7597908982,TN-STU-2021-04916,Ome E.,2000-03-11,Coimbatore,Avadi,Mother Teresa Womens University,B.A.,Tamil,2026.0,6.2,"Research Writing, Public Speaking, Translation, Creative Writing, Journalism",Tamil Grammar,E-Media,,News Agency,Cultural Events,Chess,Trainee Language Expert,Associate Tamil Content Specialist
2442716141,TN-STU-2022-04917,Priya Velayudham,2000-01-16,Namakkal,Avadi,Sastra University Law School,B.A.LL.B.,Law,2026.0,6.9,"Corporate Law, Legal Writing, Contract Negotiation, Legal Research, Intellectual Property, Litigation Support, IPC/CrPC Knowledge",,Court Procedures,Bar Council Enrollment,Corporate Legal Cell,Law Review,Cricket,Trainee Legal Consultant,Certified Senior Corporate Lawyer
1487681166,TN-STU-2021-04918,Karthik Chidambaram,2000-02-07,Tirunelveli,Tiruttani,PSG Tech,B.E.,Electronics & Communication,2024.0,9.9,"VLSI, PCB Design, Circuit Design, Communication Protocols, IoT, Embedded Systems",VLSI Design,5G Technology,IoT Foundation,Electronics SMEs,,Badminton,Junior Electronics Engineer,Certified Senior Embedded Developer
2818076179,TN-STU-2021-04919,Laksha Velu,1999-01-07,Chennai,Ambur,Government College of Engineering Tirunelveli,B.E.,Civil Engineering,2026.0,7.6,"Structural Analysis, Surveying, STAAD Pro, Site Supervision, Soil Testing, AutoCAD, Quantity Estimation",,Project Estimation,,TNHB,ASCE Chapter,,Junior Site Engineer,Associate Construction Specialist
6444636182,TN-STU-2021-04920,Ahila Balaji,1999-04-17,Vellore,Avadi,TA PAS College,M.A.,English,2026.0,8.3,"Copywriting, Proofreading, SEO Writing, Linguistics",Spoken English,,Copywriting Proficiency,Schools,Debate,Cricket,Junior Content Writer,Certified Senior Copywriter
8558754062,TN-STU-2023-04921,Ezhil Babu,2005-02-17,Namakkal,Nagercoil,SIET College,M.Sc.,Psychology,2025.0,7.0,"Counseling, Social Work, Mental Health Assessment, Psychometrics",,,HR Analytics,,Awareness Camps,,Junior Psychological Counselor,Certified HR People Strategy
1921854146,TN-STU-2023-04922,Rashmi L.,2006-10-26,Coimbatore,Vilavancode,CEG Anna University,M.E.,Electronics & Communication,2025.0,6.6,"PCB Design, IoT, Embedded Systems, MATLAB, Signal Processing, VLSI",VLSI Design,5G Technology,,,,Chess,Trainee Telecom Engineer,Junior Embedded Developer
3975974431,TN-STU-2020-04923,Nishanth Karthik,1999-02-27,Madurai,Tiruttani,Agri College Killikulam,B.Sc.,Agriculture,2023.0,8.8,"Organic Farming, Soil Science, Agribusiness, Greenhouse Management",Plant Biotechnology,,Organic Farming Cert,Government Agriculture Dept,NSS,,Junior Agri Extension Officer,Certified Senior Agri-Business Advisor
